result #	query	article title	article url	article description	Author	Date	total nr of results indicated by Google	Extra settings	
989	astroturf blogurl:freepress.net	big media "hall of shame:" worst shill or astroturf	http://www.freepress.net/worst_shill	these organizations and individuals will say or do anything -- as long as you pay!	mthompson  	16/06/2008	42		
990	astroturf blogurl:freepress.net	'astroturf' groups represent industries in push for illinois cable ...	http://www.freepress.net/news/20975	a group called tv4us coalition placed advertising inserts in newspapers statewide last week aiming to "educate" consumers on how to get better, more competitive rates for television in illinois.	n/a	10/02/2007	42		
991	astroturf blogurl:freepress.net	tips on growing astroturf	http://www.freepress.net/news/17048	the results of the telco strategy of imitating grassroots behavior by growing astroturf groups are not guaranteed. real grassroots groups are very good at uncovering corporate connections to your astroturf -- and they will not hesitate ...	n/a	10/08/2006	42		
992	astroturf blogurl:freepress.net	when astroturf calls	http://www.freepress.net/news/23275	companies fighting the drive to make net neutrality the online law of the land are back with more shady tactics designed to confuse the public over the issue.	n/a	17/05/2007	42		
993	astroturf blogurl:freepress.net	more astroturf groups exposed as tv ad wars heat up	http://www.freepress.net/news/17024	hands off the internet is one of five "astroturf" lobbying and other front groups exposed in a new common cause report that profiles these groups that try to appear as true grassroots, but are really about corporate money, ...	n/a	10/08/2006	42		
994	astroturf blogurl:freepress.net	bloggers must be vigilant against astroturf comments	http://www.freepress.net/news/15866	timothy karr did a little basic sleuthing to find a coordinated campaign by various blog and forum posters who gave talking points from telecos opposed to net neutrality. mark glaser did some follow up.	n/a	05/06/2006	42		
995	astroturf blogurl:freepress.net	laying more astroturf in the net neutrality debate	http://www.freepress.net/news/15551	another astroturfing group has popped up in the net neutrality debate, backed by an amalgamation of telcos, political groups and network equipment vendors, and looking to frame the issue as one of unwanted government interference in the ...	n/a	16/05/2006	42		
996	astroturf blogurl:freepress.net	suckered by astroturf	http://www.freepress.net/news/28351	usa today joins the illustrious list of news organizations to be taken for a ride by astroturf by posting an article that the end of the internet is nigh.	n/a	21/11/2007	42		
997	astroturf blogurl:freepress.net	fcc boss riles cable astroturf machine	http://www.freepress.net/news/25771	fcc chairman kevin martin ran into some trouble when he criticized some cable industry-backed minority groups who were fighting against his desire to implement "a la carte" cable programming.	n/a	28/08/2007	42		
998	astroturf blogurl:freepress.net	Media Minutes: August 28, 2009 | Free Press	http://www.freepress.net/node/72180	Summer 2009 has been the season of Astroturf. And the best way to combat it is to expose these phony grassroots organizations at every turn. August is typically quiet in Washington, D.C., but statistics have been loud and clear in ...	n/a	27/08/2009	42		
999	astroturf blogurl:freepress.net	Free Press Debunks Top 10 Net Neutrality Myths | Free Press	http://www.freepress.net/node/73142	“Industry and their phony astroturf groups are deliberately misleading policymakers and the public about Net Neutrality. This is an important public policy issue, and consumers need to know the truth.” ...	n/a	30/09/2009	42		
1000	astroturf blogurl:freepress.net	Verizon, AT&T and the Manipulation of Public Opinion | Free Press	http://www.freepress.net/news/22183	Astroturf—An organization set up by a large corporation or corporations to put forward the corporate agenda but to look like an authentic 'grass-roots' group. Co-opted—An authentic group that is given funding by a large corporation or ...	n/a	04/04/2007	42		
1001	astroturf blogurl:freepress.net	net neutrality foes back fcc investigation into comcast traffic ...	http://www.freepress.net/news/28045	net neutrality advocates and the industry-funded lobby groups that oppose it rarely agree on issues, especially when those issues involve network filtering or throttling. so why is an astroturf group agreeing with savetheinternet.com ...	n/a	11/11/2007	42		
1002	astroturf blogurl:freepress.net	ohio video franchise bill is not 'tv4us'	http://www.freepress.net/news/23493	telco giants in ohio are spending large amounts of money through their lobbyists and "astroturf" front groups to "buy" video franchise legislation favorable to their shareholders, with no regard for their obligation to provide diverse ...	n/a	28/05/2007	42		
1003	astroturf blogurl:freepress.net	astroturfs, now fighting for cable	http://www.freepress.net/news/30942	is there such a shortage of news around telecom public policy that normally respectable information outlets still fall so easily for astroturf announcements?	n/a	29/02/2008	42		
1004	astroturf blogurl:freepress.net	2008 big media "hall of shame:" worst corporation	http://www.freepress.net/worst_corporation	these big media behemoths, cronies and sell-outs make us sick -- from 2008's "worst corporation," to the "worst shill or astroturf," to the coveted "worst of the worst" prize! read more.	mthompson  	16/06/2008	42		
1005	astroturf blogurl:freepress.net	comcast hits the snooze button	http://www.freepress.net/news/30829	cable giant comcast seems to have moved on from its anti-bittorrent filtering, and now appears to be engaged in a fairly low-tech astroturf campaign -- which one commentator has called a "denial of citizen attack."	n/a	27/02/2008	42		
1006	astroturf blogurl:freepress.net	falsies on parade: the worst spinners of 2006	http://www.freepress.net/news/19841	the center for media and democracy has dannounce the winners of the coveted 2006 falsies awards, recognizing the most heinous polluters of the information environment over the past year. fake news and astroturf net neutrality groups ...	n/a	17/12/2006	42		
1007	astroturf blogurl:freepress.net	georgia video franchise bill hits tv	http://www.freepress.net/news/21257	telco astroturf group "tv4us" has hit the tv ad circuit in georgia, touting the virtues of hb 227, the video franchise bill that would ease at&t's entry into the broadband market.	n/a	17/02/2007	42		
1008	astroturf blogurl:freepress.net	consumer groups or covert lobbyists?	http://www.freepress.net/news/21486	in a second attempt to push telco-backed legislation through the florida house, rep. trey traviesa (r-tampa), flanked by telco astroturf "consumer advocates," introduced another video franchise bill.	n/a	04/03/2007	42		
1009	astroturf blogurl:freepress.net	press gives a free pass to citizens groups allied with telcos	http://www.freepress.net/news/22974	when it comes to statewide cable franchising, the media are mostly blind and deaf to the astroturf problem. the telcos are using thousands of groups nationwide to make their point: the groups get money, then back the corporation's ...	n/a	06/05/2007	42		
1010	astroturf blogurl:freepress.net	cable bill foes irked at being listed as backers	http://www.freepress.net/news/24359	at&t-backed astroturf group tv4us has fraudulently listed high-profile opponents of the wisconsin statewide video franchise bill as constituents who support the bill.	n/a	04/07/2007	42		
1011	astroturf blogurl:freepress.net	at&t's wisconsin network finds broad support for video "choice"	http://www.freepress.net/news/27540	telco-funded astroturf groups and misleading polling results are blanketing wisconsin as the legislative push for statewide video franchising heats up.	n/a	29/10/2007	42		
1012	astroturf blogurl:freepress.net	madison city channel 12 takes on wisconsin video competition act	http://www.freepress.net/news/22435	madison, wis., city channel 12 had an hour-long live call-in show on the video competition act. sponsors of the bill, lobbyists for the bill and astroturf proponents of the bill declined to appear. video.	n/a	16/04/2007	42		
1013	astroturf blogurl:freepress.net	reality check: cable prices to drop in wisconsin?	http://www.freepress.net/news/22660	will cable prices drop in wisconsin if the video franchise bill passes? despite rosy studies and astroturf rhetoric, real experience shows that when three different providers entered a market there were no price cuts.	n/a	23/04/2007	42		
1014	astroturf blogurl:freepress.net	phony revolution	http://www.freepress.net/news/22197	wearing the mantle of grassroots activism - emotive language, blog-style websites - astroturf organizations are in fact the interventions of already powerful players in any given debate.	n/a	04/04/2007	42		
1015	astroturf blogurl:freepress.net	free press says 'hands off' to hands off the internet	http://www.freepress.net/news/25463	free press executive director josh silver takes on chris wolfe of telco astroturf group "hands off the internet" on net neutrality and at&t's censorship of pearl jam. (video)	n/a	15/08/2007	42		
1016	astroturf blogurl:savetheinternet.com/blog	Does Astroturf Ever Die? | Save the Internet	http://www.savetheinternet.com/blog/09/10/16/does-astroturf-ever-die	How do we rid Washington of astroturf? It's a blight that's spread over the Capitol like kudzu, smothering genuine public debate under a tangle of misinformation.	Tim Karr  	16/10/2009	89		
1017	astroturf blogurl:savetheinternet.com/blog	Banned by RedState for Exposing Astroturf | Save the Internet	http://www.savetheinternet.com/blog/09/10/06/banned-redstate-exposing-astroturf	I like to think our issues are neither right nor left. Net Neutrality preserves freedom of speech from provider interference whether you are Glenn Beck or Michael Moore. Internet Overcharging costs conservatives as much money as it does ...	Phillip Dampier  	06/10/2009	89		
1018	astroturf blogurl:savetheinternet.com/blog	Will 'Astroturf' Groups Block Net Neutrality Reform? | Save the ...	http://www.savetheinternet.com/blog/09/09/03/will-%E2%80%98astroturf%E2%80%99-groups-block-net-neutrality-reform	Chris, McGreal, a reporter for Britain's Guardian newspaper, took to the road last month to report on how Americans living along Route 66--made famous in John Steinbeck's fictional Grapes of Wrath journey--are faring during the ...	Megan Tady  	03/09/2009	89		
1019	astroturf blogurl:savetheinternet.com/blog	Washington's Astroturf Economy	http://www.savetheinternet.com/blog/09/11/18/washington%E2%80%99s-astroturf-economy	Astroturf. You may have heard the word or even seen the fake grassroots in action. Astroturf groups are front operations that take corporate money to promote an industry's policy agenda, covering their tracks behind phony grassroots Web ...	Tim Karr  	18/11/2009	89		
1020	astroturf blogurl:savetheinternet.com/blog	Washington's Hidden Astroturf Economy	http://www.savetheinternet.com/blog/09/11/18/washington%E2%80%99s-hidden-astroturf-economy	Astroturf. You may have heard the word or even seen the fake grassroots in action. Astroturf groups are front operations that take corporate money to promote an industry's policy agenda, covering their tracks behind phony grassroots Web ...	Tim Karr  	18/11/2009	89		
1021	astroturf blogurl:savetheinternet.com/blog	astroturf groups try to enlist conservatives to oppose net neutrality	http://www.savetheinternet.com/blog/09/08/05/astroturf-groups-try-enlist-conservatives-oppose-net-neutrality	earlier this year, some stop the cap! readers in north carolina who attended the hearings on a pro-telecom (actually it was written by them) piece of legislation designed to stall statewide municipal broadband competition encountered ...	Phillip Dampier  	05/08/2009	89		
1022	astroturf blogurl:savetheinternet.com/blog	Suckered by Astroturf	http://www.savetheinternet.com/blog/2007/11/20/suckered-by-astroturf/	Reporters and editors from the New York Times, Forbes and the Wall Street Journal to Xinhua have been snared in Astroturf , taking at face value data from coin-operated research groups without digging into their bank accounts to sniff ...	tkarr  	20/11/2007	89		
1023	astroturf blogurl:savetheinternet.com/blog	comment on tips on growing astroturf by adt	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-71693	adt … http://onlineis.googlegroups.com/web/adt.html adt …	ADT  	12/10/2007	89		
1024	astroturf blogurl:savetheinternet.com/blog	comment on tips on growing astroturf by adt	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-71142	adt … http://onlineis.googlegroups.com/web/adt.html adt …	adt  	10/10/2007	89		
1025	astroturf blogurl:savetheinternet.com/blog	Comment on Suckered by Astroturf by Sunrise, Cisco and the ...	http://www.savetheinternet.com/blog/2007/11/20/suckered-by-astroturf/#comment-123401	[…] who is the IIA? The IIA is an “astroturf” group underwritten by AT&T that also includes among its members other leading infrastructure providers including Nortel, […]	Sunrise, Cisco and the “Internet is full”...  	04/05/2009	89		
1026	astroturf blogurl:savetheinternet.com/blog	When Astroturf Calls	http://www.savetheinternet.com/blog/2007/05/18/when-astroturf-calls/	Not Astroturf. Real People v. Robo-Calls. The recorded message portrays the issue as a fight between phone and cable companies and big Internet firms like Google and Yahoo, when in reality Network Neutrality is not a battle of corporate ...	tkarr  	18/05/2007	89		
1027	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by Comment on Tips on Growing ...	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-80860	[…] Original post by Comment on Tips on Growing Astroturf by Sony hdtv Â· HDTV Information, Reviews, and Dea… […]	Comment on Tips on Growing Astroturf by...  	13/12/2007	89		
1028	astroturf blogurl:savetheinternet.com/blog	Cartoonists Draws on Astroturf for Inspiration	http://www.savetheinternet.com/blog/2006/07/11/cartoonist-draws-on-astroturf-for-inspiration/	Here's one from Slowpoke (aka Jen Sorenson) sent to SavetheInternet.com by Jonathan Rintels, the founder of partner organization Center for Creative Voices in Media, and a friend of the artist. If it's too small to read above, ...	tkarr  	11/07/2006	89		
1029	astroturf blogurl:savetheinternet.com/blog	Comment on Suckered by Astroturf by tkarr	http://www.savetheinternet.com/blog/2007/11/20/suckered-by-astroturf/#comment-77794	Nemertes is undoubtedly aware of the IIA's Astroturf agenda. By featuring Irving and Mehlman so prominently in your PR, you are complicit in furthering it. You claim in your FAQ that “setting policy is out of scope for us and our ...	tkarr  	21/11/2007	89		
1030	astroturf blogurl:savetheinternet.com/blog	Comment on Suckered by Astroturf by Johna Till Johnson	http://www.savetheinternet.com/blog/2007/11/20/suckered-by-astroturf/#comment-77727	Hi there,. As the authors of the study under question, we'd like to respond to a couple of points in your “Suckered by Astroturf” post. First, we'd suggest that you arrive at your news from the actual source itself, rather than from ...	Johna Till Johnson  	21/11/2007	89		
1031	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by Comment on Tips on Growing ...	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-80786	[…] Original post by Sony hdtv […]	Comment on Tips on Growing Astroturf by...  	13/12/2007	89		
1032	astroturf blogurl:savetheinternet.com/blog	Comment on Suckered by Astroturf by Time Warner Money Party ...	http://www.savetheinternet.com/blog/2007/11/20/suckered-by-astroturf/#comment-123327	Hobbs alludes to was debunked as little more than “astroturf,” way back in 2007. Please take a look for yourself. The feedback we've received from our customers has been very helpful. We've made changes to the […]	Time Warner Money Party - Adding Insult...  	11/04/2009	89		
1033	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by fake handbag	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-80328	fake handbag … http://freetops.hostclix.com/fake-handbag fake handbag …	fake handbag  	08/12/2007	89		
1034	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by bear share	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-82513	bear share … http://topsite.host93.com/bear-share bear share …	bear share  	26/12/2007	89		
1035	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by xenon lights	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-86589	xenon lights … http://www.geocities.jp/bestweblight/xenon-lights xenon lights …	xenon lights  	06/02/2008	89		
1036	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by home equity loan lkjvbn75	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-67235	home equity loan lkjvbn75 … http://livesearched.ifrance.com/home-equity-loan home equity loan lkjvbn75 …	home equity loan lkjvbn75  	31/08/2007	89		
1037	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by monavie	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-82505	monavie … http://topsite.host93.com/monavie monavie …	monavie  	26/12/2007	89		
1038	astroturf blogurl:savetheinternet.com/blog	Comment on Artists Draw on Stevens and Astroturf for Inspiration ...	http://www.savetheinternet.com/blog/2006/07/11/cartoonist-draws-on-astroturf-for-inspiration/#comment-40972	enigma… yrjxxxy askgegbbbi lveboaybm qfmmezucclg jjqllq ilhtjuxzic…	n/a	25/01/2007	89		
1039	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by limewire	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-82507	limewire … http://topsite.host93.com/limewire limewire …	limewire  	26/12/2007	89		
1040	astroturf blogurl:savetheinternet.com/blog	Comment on Suckered by Astroturf by jad6692	http://www.savetheinternet.com/blog/2007/11/20/suckered-by-astroturf/#comment-79954	Well I think Johna Till Johnson, if you agree that the impression given by the media is an overreaction, and the incorrect way to portray the information you so painstakingly researched. Wouldn't it make sense to offer yourselves up to ...	jad6692  	06/12/2007	89		
1041	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by 2008 calendar	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-82502	2008 calendar … http://topsite.host93.com/2008-calendar 2008 calendar …	2008 calendar  	26/12/2007	89		
1042	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by shower doors	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-82479	shower doors … http://topsite.host93.com/shower-doors shower doors …	shower doors  	26/12/2007	89		
1043	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by splitter	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-82488	splitter … http://topsite.host93.com/splitter splitter …	splitter  	26/12/2007	89		
1044	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by ftd	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-74094	ftd … http://monolit.webng.com/ftd ftd …	ftd  	27/10/2007	89		
1045	astroturf blogurl:savetheinternet.com/blog	Comment on Tips on Growing Astroturf by lv	http://www.savetheinternet.com/blog/2006/08/10/tips-on-growing-astroturf/#comment-78268	lv … http://membres.lycos.fr/topbags/lv lv …	lv  	24/11/2007	89		
1046	astroturf blogurl:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a			n/a		
1047	astroturf blogurl:internetevolution.com/author.asp?section_id=506&doc_id=134705	n/a	n/a	n/a			n/a		
1048	astroturf blogurl:seminal.firedoglake.com/diary/22925	n/a	n/a	n/a			n/a		
1049	astroturf blogurl:techdailydose.nationaljournal.com/2010/01/fcc-using-comcast-dispute-to-p.php	n/a	n/a	n/a			n/a		
1050	astroturf blogurl:philly.com/philly/business/technology/20100108_ap_comcastfcctakenetneutralitydisputetocourt.html	n/a	n/a	n/a			n/a		
1051	astroturf blogurl:mediacitizen.blogspot.com/2010/01/at-consultant-conjures-evidence-that.html	n/a	n/a	n/a			n/a		
1052	astroturf blogurl:artsjournal.com/artsjournal1/2010/01/why_musicians_s.shtml	n/a	n/a	n/a			n/a		
1053	astroturf blogurl:savetheinternet.com/blog/10/01/07/net-neutrality-and-why-it-important-women	n/a	n/a	n/a			n/a		
1054	astroturf blogurl:ecommercetimes.com/rsstory/69063.html	n/a	n/a	n/a			n/a		
1055	astroturf blogurl:radiosurvivor.com/2010/01/08/crossover-bands-hit-fcc-with-net-neutrality-letters	n/a	n/a	n/a			n/a		
1056	astroturf blogurl:blogportant.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap	n/a	n/a	n/a			n/a		
1057	astroturf blogurl:right-winglibertarian.blogspot.com/2010/01/so-what-exactly-is-net-neutrality.html	n/a	n/a	n/a			n/a		
1058	astroturf blogurl:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a			n/a		
1059	astroturf blogurl:michaelgeist.ca/content/view/4668/125	n/a	n/a	n/a			n/a		
1060	astroturf blogurl:benton.org/node/28370	n/a	n/a	n/a			n/a		
1061	astroturf blogurl:pajamasmedia.com/instapundit/91254	n/a	n/a	n/a			n/a		
1062	astroturf blogurl:pcmike.com/2010/01/08/court-to-fcc-you-have-no-power-to-enforce-net-neutrality-wired-news	n/a	n/a	n/a			n/a		
1063	astroturf blogurl:thegng.org/forums/showthread.php?t=12916	n/a	n/a	n/a			n/a		
1064	astroturf blogurl:thegng.org/forums/showthread.php?t=6736	n/a	n/a	n/a			n/a		
1065	astroturf blogurl:smt-info.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap.html	n/a	n/a	n/a			n/a		
1066	astroturf blogurl:technews.am/conversations/cellular-news/comcast_fcc_take_net_neutrality_dispute_to_court	n/a	n/a	n/a			n/a		
1067	astroturf blogurl:technews.am	Astroturf Health Insurance Lobbying Group Paying Social Gamers To ...	http://technews.am/conversations/techdirt/astroturf_health_insurance_lobbying_group_paying_social_gamers_to_oppose_health_reform	We've seen plenty of stories of "astroturf" campaigns by lobbyists looking to...	n/a	10/12/2009	2		
1068	astroturf blogurl:technews.am	Guy who signed xyz corp. astroturf letter... Worked as telco pr ...	http://technews.am/conversations/techdirt/guy_who_signed_xyz_corp_astroturf_letter_worked_as_telco_pr_person_for_nearly_3_decades_	So, remember last week when we wrote about how anti-net neutrality lobbyists from AT&T had crafted astroturf letters for various "special interest groups" to sign -- but someone forgot to remove the boilerplate "XYZ Organization" in the ...	n/a	26/10/2009	2		
1069	astroturf blogurl:cod4boards.com/news/163261-court-fcc-you-don-t-have-power-enforce-net-neutrality.html	n/a	n/a	n/a			n/a		
1070	astroturf blogurl:www2.webmasterradio.fm/webcology/2008/preserving-net-neutrality	n/a	n/a	n/a			n/a		
1071	astroturf blogurl:news.cnet.com/8301-1035_3-10430009-94.html?part=rss&subj=news&tag=2547-1_3-0-20	n/a	n/a	n/a			n/a		
1072	astroturf blogurl:topsy.com/tb/www.wired.com/threatlevel/2010/01/fcc-net-neutrality	n/a	n/a	n/a			n/a		
1073	astroturf blogurl:shareconnector.com/court-to-fcc-you-don%E2%80%99t-have-power-to-enforce-net-neutrality	n/a	n/a	n/a			n/a		
1074	astroturf blogurl:industry.bnet.com/technology/news-analysis/comcast-fcc-neutrality-court/25853	n/a	n/a	n/a			n/a		
1075	astroturf blogurl:techdirt.com/articles/20100108/1315247679.shtml	n/a	n/a	n/a			n/a		
1076	astroturf blogurl:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a			n/a		
1077	astroturf blogurl:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	The Left Continues to Break: More Cracks in Net Neutrality Front	http://biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front/	Proponents of net neutrality have previously dismissed the voicing of such concerns, arguing that groups raising questions about the impact net neutrality would have on the digital divide constitute “Astroturf.”	Capitol  Confidential  	06/01/2010	1		
1078	astroturf blogurl:sciencenewsdaily.org/telecom-news/cluster30825320	n/a	n/a	n/a			n/a		
1079	astroturf blogurl:reason.com/archives/2010/01/06/the-war-over-neutrality	n/a	n/a	n/a			n/a		
1080	astroturf blogurl:lsolum.typepad.com/legaltheory/2009/12/speta-on-fcc-regulatory-jurisdiction-net-neutrality.html	n/a	n/a	n/a			n/a		
1081	“physical layer” blogurl:chrismarsden.blogspot.com	n/a	n/a	n/a			n/a		
1082	“physical layer” blogurl:freepress.net	n/a	n/a	n/a			n/a		
1083	“physical layer” blogurl:savetheinternet.com/blog	n/a	n/a	n/a			n/a		
1084	“physical layer” blogurl:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a			n/a		
1085	“physical layer” blogurl:internetevolution.com/author.asp?section_id=506&doc_id=134705	n/a	n/a	n/a			n/a		
1086	“physical layer” blogurl:seminal.firedoglake.com/diary/22925	n/a	n/a	n/a			n/a		
1087	“physical layer” blogurl:techdailydose.nationaljournal.com/2010/01/fcc-using-comcast-dispute-to-p.php	n/a	n/a	n/a			n/a		
1088	“physical layer” blogurl:philly.com/philly/business/technology/20100108_ap_comcastfcctakenetneutralitydisputetocourt.html	n/a	n/a	n/a			n/a		
1089	“physical layer” blogurl:mediacitizen.blogspot.com/2010/01/at-consultant-conjures-evidence-that.html	n/a	n/a	n/a			n/a		
1090	“physical layer” blogurl:artsjournal.com/artsjournal1/2010/01/why_musicians_s.shtml	n/a	n/a	n/a			n/a		
1091	“physical layer” blogurl:savetheinternet.com/blog/10/01/07/net-neutrality-and-why-it-important-women	n/a	n/a	n/a			n/a		
1092	“physical layer” blogurl:ecommercetimes.com/rsstory/69063.html	n/a	n/a	n/a			n/a		
1093	“physical layer” blogurl:radiosurvivor.com/2010/01/08/crossover-bands-hit-fcc-with-net-neutrality-letters	n/a	n/a	n/a			n/a		
1094	“physical layer” blogurl:blogportant.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap	n/a	n/a	n/a			n/a		
1095	“physical layer” blogurl:right-winglibertarian.blogspot.com/2010/01/so-what-exactly-is-net-neutrality.html	n/a	n/a	n/a			n/a		
1096	“physical layer” blogurl:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a			n/a		
1097	“physical layer” blogurl:michaelgeist.ca/content/view/4668/125	n/a	n/a	n/a			n/a		
1098	“physical layer” blogurl:benton.org/node/28370	n/a	n/a	n/a			n/a		
1099	“physical layer” blogurl:pajamasmedia.com/instapundit/91254	n/a	n/a	n/a			n/a		
1100	“physical layer” blogurl:pcmike.com/2010/01/08/court-to-fcc-you-have-no-power-to-enforce-net-neutrality-wired-news	n/a	n/a	n/a			n/a		
1101	“physical layer” blogurl:thegng.org/forums/showthread.php?t=12916	n/a	n/a	n/a			n/a		
1102	“physical layer” blogurl:thegng.org/forums/showthread.php?t=6736	n/a	n/a	n/a			n/a		
1103	“physical layer” blogurl:smt-info.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap.html	n/a	n/a	n/a			n/a		
1104	“physical layer” blogurl:technews.am/conversations/cellular-news/comcast_fcc_take_net_neutrality_dispute_to_court	n/a	n/a	n/a			n/a		
1105	“physical layer” blogurl:technews.am	n/a	n/a	n/a			n/a		
1106	“physical layer” blogurl:cod4boards.com/news/163261-court-fcc-you-don-t-have-power-enforce-net-neutrality.html	n/a	n/a	n/a			n/a		
1107	“physical layer” blogurl:www2.webmasterradio.fm/webcology/2008/preserving-net-neutrality	n/a	n/a	n/a			n/a		
1108	“physical layer” blogurl:news.cnet.com/8301-1035_3-10430009-94.html?part=rss&subj=news&tag=2547-1_3-0-20	n/a	n/a	n/a			n/a		
1109	“physical layer” blogurl:topsy.com/tb/www.wired.com/threatlevel/2010/01/fcc-net-neutrality	n/a	n/a	n/a			n/a		
1110	“physical layer” blogurl:shareconnector.com/court-to-fcc-you-don%E2%80%99t-have-power-to-enforce-net-neutrality	n/a	n/a	n/a			n/a		
1111	“physical layer” blogurl:industry.bnet.com/technology/news-analysis/comcast-fcc-neutrality-court/25853	n/a	n/a	n/a			n/a		
1112	“physical layer” blogurl:techdirt.com/articles/20100108/1315247679.shtml	n/a	n/a	n/a			n/a		
1113	“physical layer” blogurl:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a			n/a		
1114	“physical layer” blogurl:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a			n/a		
1115	“physical layer” blogurl:sciencenewsdaily.org/telecom-news/cluster30825320	n/a	n/a	n/a			n/a		
1116	“physical layer” blogurl:reason.com/archives/2010/01/06/the-war-over-neutrality	n/a	n/a	n/a			n/a		
1117	“physical layer” blogurl:lsolum.typepad.com/legaltheory/2009/12/speta-on-fcc-regulatory-jurisdiction-net-neutrality.html	n/a	n/a	n/a			n/a		
1118	“logical layer” blogurl:chrismarsden.blogspot.com	n/a	n/a	n/a			n/a		
1119	“logical layer” blogurl:freepress.net	n/a	n/a	n/a			n/a		
1120	“logical layer” blogurl:savetheinternet.com/blog	n/a	n/a	n/a			n/a		
1121	“logical layer” blogurl:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a			n/a		
1122	“logical layer” blogurl:internetevolution.com/author.asp?section_id=506&doc_id=134705	n/a	n/a	n/a			n/a		
1123	“logical layer” blogurl:seminal.firedoglake.com/diary/22925	n/a	n/a	n/a			n/a		
1124	“logical layer” blogurl:techdailydose.nationaljournal.com/2010/01/fcc-using-comcast-dispute-to-p.php	n/a	n/a	n/a			n/a		
1125	“logical layer” blogurl:philly.com/philly/business/technology/20100108_ap_comcastfcctakenetneutralitydisputetocourt.html	n/a	n/a	n/a			n/a		
1126	“logical layer” blogurl:mediacitizen.blogspot.com/2010/01/at-consultant-conjures-evidence-that.html	n/a	n/a	n/a			n/a		
1127	“logical layer” blogurl:artsjournal.com/artsjournal1/2010/01/why_musicians_s.shtml	n/a	n/a	n/a			n/a		
1128	“logical layer” blogurl:savetheinternet.com/blog/10/01/07/net-neutrality-and-why-it-important-women	n/a	n/a	n/a			n/a		
1129	“logical layer” blogurl:ecommercetimes.com/rsstory/69063.html	n/a	n/a	n/a			n/a		
1130	“logical layer” blogurl:radiosurvivor.com/2010/01/08/crossover-bands-hit-fcc-with-net-neutrality-letters	n/a	n/a	n/a			n/a		
1131	“logical layer” blogurl:blogportant.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap	n/a	n/a	n/a			n/a		
1132	“logical layer” blogurl:right-winglibertarian.blogspot.com/2010/01/so-what-exactly-is-net-neutrality.html	n/a	n/a	n/a			n/a		
